track_id,danceability,energy,valence,tempo,loudness,acousticness
49.0,0.596,0.2,0.308,107.893,-10.424,0.91
50.0,0.373,0.914,0.56,168.21,-4.185,0.076
51.0,0.494,0.652,0.298,137.018,-5.863,0.0754
22874.0,0.494,0.652,0.298,137.018,-5.863,0.0754
71674.0,0.494,0.652,0.298,137.018,-5.863,0.0754
52.0,0.447,0.393,0.564,73.139,-8.65,0.785
53.0,0.576,0.331,0.407,149.02,-9.389,0.894
54.0,0.536,0.89,0.273,121.974,-5.222,0.078
55.0,0.526,0.333,0.159,94.951,-13.02,0.91
56.0,0.501,0.381,0.502,80.075,-9.448,0.687
57.0,0.27,0.275,0.231,168.964,-10.357,0.834
6438.0,0.27,0.275,0.231,168.964,-10.357,0.834
10586.0,0.27,0.275,0.231,168.964,-10.357,0.834
22631.0,0.27,0.275,0.231,168.964,-10.357,0.834
23125.0,0.27,0.275,0.231,168.964,-10.357,0.834
26529.0,0.27,0.275,0.231,168.964,-10.357,0.834
27065.0,0.27,0.275,0.231,168.964,-10.357,0.834
27358.0,0.27,0.275,0.231,168.964,-10.357,0.834
36058.0,0.27,0.275,0.231,168.964,-10.357,0.834
48162.0,0.27,0.275,0.231,168.964,-10.357,0.834
53579.0,0.27,0.275,0.231,168.964,-10.357,0.834
53580.0,0.27,0.275,0.231,168.964,-10.357,0.834
61925.0,0.27,0.275,0.231,168.964,-10.357,0.834
62451.0,0.27,0.275,0.231,168.964,-10.357,0.834
79072.0,0.27,0.275,0.231,168.964,-10.357,0.834
88537.0,0.27,0.275,0.231,168.964,-10.357,0.834
58.0,0.731,0.507,0.265,117.969,-6.477,0.572
59.0,0.375,0.457,0.415,174.839,-7.018,0.868
60.0,0.43,0.791,0.217,171.864,-5.419,0.0726
61.0,0.616,0.282,0.435,96.638,-15.317,0.983
14529.0,0.616,0.282,0.435,96.638,-15.317,0.983
31810.0,0.616,0.282,0.435,96.638,-15.317,0.983
40995.0,0.616,0.282,0.435,96.638,-15.317,0.983
41105.0,0.616,0.282,0.435,96.638,-15.317,0.983
62.0,0.705,0.347,0.36,80.057,-8.249,0.674
63.0,0.582,0.255,0.285,139.884,-10.254,0.772
841.0,0.582,0.255,0.285,139.884,-10.254,0.772
64.0,0.549,0.274,0.207,86.664,-12.565,0.798
65.0,0.787,0.355,0.48,99.978,-11.429,0.896
66.0,0.397,0.303,0.172,81.05,-7.508,0.381
67.0,0.548,0.42,0.196,128.012,-7.842,0.198
68.0,0.787,0.403,0.264,118.042,-11.989,0.603
69.0,0.484,0.573,0.346,139.966,-6.183,0.0882
421.0,0.484,0.573,0.346,139.966,-6.183,0.0882
70.0,0.382,0.416,0.125,102.089,-9.303,0.0733
71.0,0.541,0.575,0.428,91.98,-9.463,0.677
72.0,0.607,0.473,0.54,119.698,-8.555,0.712
18844.0,0.607,0.473,0.54,119.698,-8.555,0.712
